mouse_id,Area,IntDen,Count,area_vs_DAPI,IntDen_vs_DAPI,category
LG355_204_BHB,4305.769999999999,0.0010980124999999997,2458.75,1.751224956879218,4.465787922311302e-07,BHB
LG355_206_CTRL,5132.5449999999955,0.0013088575000000007,1714.75,7.966414258873309,2.0314991052871763e-06,CTRL
LG355_207_CTRL,3327.047499999997,0.0008484392500000008,2279.5,1.4917912435955971,3.80424662043747e-07,CTRL
LG355_208_6.5_CTRL,3086.7699999999986,0.0007899857500000005,2486.5,1.2645066515735046,3.23578362176608e-07,CTRL
LG355_210_6.5_BHB,4420.132499999998,0.0011271885000000003,2359.0,1.9201803079933084,4.896705936305145e-07,BHB
LG875_43_BHB,694.7449999999999,0.00017716900000000008,2556.0,0.26405914120539165,6.733878682746886e-08,BHB
LG875_44_BHB,3933.4349999999963,0.0010030694999999987,2427.5,1.5990946565914221,4.0778653836538546e-07,BHB
LG875_46_6.5_CTRL,4971.359999999994,0.0012344589499999991,2364.25,2.0841362281615705,5.176460767220593e-07,CTRL
LG875_47_6.5_CTRL,1175.2300000000005,0.0002996920000000001,2492.5,0.4690459968191076,1.19610181862237e-07,CTRL
